All calculations,Synchronous Generator 1,Synchronous Generator 2,Synchronous Generator 3
"Time in s","Reactive Power in Mvar","Reactive Power in Mvar","Reactive Power in Mvar"
4.9226,0.5697,0.5697,0.5622
4.9326,0.5698,0.5698,0.5622
4.9426,0.5699,0.5699,0.5622
4.9526,0.5700,0.5700,0.5621
4.9626,0.5700,0.5700,0.5621
4.9726,0.5701,0.5701,0.5621
4.9826,0.5702,0.5702,0.5621
4.9926,0.5703,0.5703,0.5621
5.0026,0.5704,0.5704,0.5621
5.0126,0.5704,0.5704,0.5622
5.0226,0.5705,0.5705,0.5622
5.0326,0.5706,0.5706,0.5622
5.0426,0.5706,0.5706,0.5622
5.0526,0.5707,0.5707,0.5623
5.0626,0.5707,0.5707,0.5623
5.0726,0.5708,0.5708,0.5624
5.0826,0.5708,0.5708,0.5624
5.0926,0.5709,0.5709,0.5625
5.1026,0.5709,0.5709,0.5626
5.1126,0.5709,0.5709,0.5627
5.1226,0.5710,0.5710,0.5628
5.1326,0.5710,0.5710,0.5628
5.1426,0.5710,0.5710,0.5629
5.1526,0.5711,0.5711,0.5630
5.1626,0.5711,0.5711,0.5631
5.1726,0.5711,0.5711,0.5633
5.1826,0.5711,0.5711,0.5634
5.1926,0.5711,0.5711,0.5635
5.2026,0.5711,0.5711,0.5636
5.2126,0.5712,0.5712,0.5637
5.2226,0.5712,0.5712,0.5638
5.2326,0.5712,0.5712,0.5639
5.2426,0.5712,0.5712,0.5641
5.2526,0.5712,0.5712,0.5642
5.2626,0.5712,0.5712,0.5643
5.2726,0.5712,0.5712,0.5644
5.2826,0.5712,0.5712,0.5645
5.2926,0.5712,0.5712,0.5646
5.3026,0.5712,0.5712,0.5647
5.3126,0.5712,0.5712,0.5648
5.3226,0.5712,0.5712,0.5649
5.3326,0.5712,0.5712,0.5650
5.3426,0.5712,0.5712,0.5651
5.3526,0.5712,0.5712,0.5651
5.3626,0.5713,0.5713,0.5652
5.3726,0.5713,0.5713,0.5653
5.3826,0.5713,0.5713,0.5653
5.3926,0.5713,0.5713,0.5654
5.4026,0.5713,0.5713,0.5654
5.4126,0.5713,0.5713,0.5654
5.4226,0.5713,0.5713,0.5655
5.4326,0.5713,0.5713,0.5655
5.4426,0.5714,0.5714,0.5655
5.4526,0.5714,0.5714,0.5655
5.4626,0.5714,0.5714,0.5656
5.4726,0.5714,0.5714,0.5656
5.4826,0.5714,0.5714,0.5656
5.4926,0.5715,0.5715,0.5656
5.5026,0.5715,0.5715,0.5655
5.5126,0.5715,0.5715,0.5655
5.5226,0.5715,0.5715,0.5655
5.5326,0.5716,0.5716,0.5655
5.5426,0.5716,0.5716,0.5655
5.5526,0.5716,0.5716,0.5655
5.5626,0.5716,0.5716,0.5654
5.5726,0.5717,0.5717,0.5654
5.5826,0.5717,0.5717,0.5654
5.5926,0.5717,0.5717,0.5654
5.6026,0.5717,0.5717,0.5653
5.6126,0.5718,0.5718,0.5653
5.6226,0.5718,0.5718,0.5653
5.6326,0.5718,0.5718,0.5653
5.6426,0.5718,0.5718,0.5652
5.6526,0.5719,0.5719,0.5652
5.6626,0.5719,0.5719,0.5652
5.6726,0.5719,0.5719,0.5652
5.6826,0.5719,0.5719,0.5652
5.6926,0.5719,0.5719,0.5652
5.7026,0.5720,0.5720,0.5652
5.7126,0.5720,0.5720,0.5652
5.7226,0.5720,0.5720,0.5652
5.7326,0.5720,0.5720,0.5652
5.7426,0.5720,0.5720,0.5652
5.7526,0.5720,0.5720,0.5652
5.7626,0.5720,0.5720,0.5652
5.7726,0.5720,0.5720,0.5652
5.7826,0.5720,0.5720,0.5652
5.7926,0.5720,0.5720,0.5653
5.8026,0.5720,0.5720,0.5653
5.8126,0.5720,0.5720,0.5653
5.8226,0.5720,0.5720,0.5654
5.8326,0.5720,0.5720,0.5654
5.8426,0.5720,0.5720,0.5654
5.8526,0.5720,0.5720,0.5655
5.8626,0.5720,0.5720,0.5655
5.8726,0.5720,0.5720,0.5656
5.8826,0.5720,0.5720,0.5656
5.8926,0.5720,0.5720,0.5657
5.9026,0.5720,0.5720,0.5657
5.9126,0.5720,0.5720,0.5658
5.9226,0.5720,0.5720,0.5658
5.9326,0.5720,0.5720,0.5659
5.9426,0.5720,0.5720,0.5659
5.9526,0.5720,0.5720,0.5660
5.9626,0.5720,0.5720,0.5660
5.9726,0.5719,0.5719,0.5661
5.9826,0.5719,0.5719,0.5661
5.9926,0.5719,0.5719,0.5662
6.0026,0.5719,0.5719,0.5662
6.0126,0.5719,0.5719,0.5663
6.0226,0.5719,0.5719,0.5663
6.0326,0.5719,0.5719,0.5663
6.0426,0.5719,0.5719,0.5664
6.0526,0.5719,0.5719,0.5664
6.0626,0.5719,0.5719,0.5664
6.0726,0.5719,0.5719,0.5664
6.0826,0.5719,0.5719,0.5665
6.0926,0.5719,0.5719,0.5665
6.1026,0.5719,0.5719,0.5665
6.1126,0.5719,0.5719,0.5665
6.1226,0.5719,0.5719,0.5665
6.1326,0.5719,0.5719,0.5665
6.1426,0.5719,0.5719,0.5665
6.1526,0.5719,0.5719,0.5665
6.1626,0.5719,0.5719,0.5665
6.1726,0.5719,0.5719,0.5665
6.1826,0.5719,0.5719,0.5665
6.1926,0.5719,0.5719,0.5665
6.2026,0.5719,0.5719,0.5665
6.2126,0.5719,0.5719,0.5665
6.2226,0.5719,0.5719,0.5665
6.2326,0.5719,0.5719,0.5665
6.2426,0.5719,0.5719,0.5665
6.2526,0.5719,0.5719,0.5665
6.2626,0.5719,0.5719,0.5664
6.2726,0.5719,0.5719,0.5664
6.2826,0.5719,0.5719,0.5664
6.2926,0.5719,0.5719,0.5664
6.3026,0.5719,0.5719,0.5664
6.3126,0.5719,0.5719,0.5664
6.3226,0.5719,0.5719,0.5664
6.3326,0.5719,0.5719,0.5663
6.3426,0.5719,0.5719,0.5663
6.3526,0.5719,0.5719,0.5663
