All calculations,Synchronous Generator 1,Synchronous Generator 2,Synchronous Generator 3
"Time in s","Reactive Power in Mvar","Reactive Power in Mvar","Reactive Power in Mvar"
3.3126,0.3201,0.3201,0.3201
3.3226,0.3201,0.3201,0.3201
3.3326,0.3201,0.3201,0.3201
3.3426,0.3201,0.3201,0.3201
3.3526,0.3201,0.3201,0.3201
3.3626,0.3201,0.3201,0.3201
3.3726,0.3201,0.3201,0.3201
3.3826,0.3201,0.3201,0.3201
3.3926,0.3201,0.3201,0.3201
3.4026,0.3201,0.3201,0.3201
3.4126,0.3201,0.3201,0.3201
3.4226,0.3201,0.3201,0.3201
3.4326,0.3201,0.3201,0.3201
3.4426,0.3201,0.3201,0.3201
3.4526,0.3201,0.3201,0.3201
3.4626,0.3201,0.3201,0.3201
3.4726,0.3200,0.3200,0.3200
3.4826,0.3200,0.3200,0.3200
3.4926,0.3200,0.3200,0.3200
3.5026,0.3200,0.3200,0.3200
3.5126,0.3200,0.3200,0.3200
3.5226,0.3200,0.3200,0.3200
3.5326,0.3200,0.3200,0.3200
3.5426,0.3200,0.3200,0.3200
3.5526,0.3200,0.3200,0.3200
3.5626,0.3200,0.3200,0.3200
3.5726,0.3200,0.3200,0.3200
3.5826,0.3200,0.3200,0.3200
3.5926,0.3200,0.3200,0.3200
3.6026,0.3200,0.3200,0.3200
3.6126,0.3200,0.3200,0.3200
3.6226,0.3200,0.3200,0.3200
3.6326,0.3200,0.3200,0.3200
3.6426,0.3200,0.3200,0.3200
3.6526,0.3200,0.3200,0.3200
3.6626,0.3200,0.3200,0.3200
3.6726,0.3200,0.3200,0.3200
3.6826,0.3200,0.3200,0.3200
3.6926,0.3200,0.3200,0.3200
3.7026,0.3200,0.3200,0.3200
3.7126,0.3199,0.3199,0.3199
3.7226,0.3199,0.3199,0.3199
3.7326,0.3199,0.3199,0.3199
3.7426,0.3199,0.3199,0.3199
3.7526,0.3199,0.3199,0.3199
3.7626,0.3199,0.3199,0.3199
3.7726,0.3199,0.3199,0.3199
3.7826,0.3199,0.3199,0.3199
3.7926,0.3199,0.3199,0.3199
3.8026,0.3199,0.3199,0.3199
3.8126,0.3199,0.3199,0.3199
3.8226,0.3199,0.3199,0.3199
3.8326,0.3199,0.3199,0.3199
3.8426,0.3199,0.3199,0.3199
3.8526,0.3199,0.3199,0.3199
3.8626,0.3199,0.3199,0.3199
3.8726,0.3199,0.3199,0.3199
3.8826,0.3199,0.3199,0.3199
3.8926,0.3199,0.3199,0.3199
3.9026,0.3199,0.3199,0.3199
3.9126,0.3199,0.3199,0.3199
3.9226,0.3199,0.3199,0.3199
3.9326,0.3198,0.3198,0.3198
3.9426,0.3198,0.3198,0.3198
3.9526,0.3198,0.3198,0.3198
3.9626,0.3198,0.3198,0.3198
3.9726,0.3198,0.3198,0.3198
3.9826,0.3198,0.3198,0.3198
3.9926,0.3198,0.3198,0.3198
4.0026,0.3198,0.3198,0.3198
4.0126,0.3198,0.3198,0.3198
4.0226,0.3198,0.3198,0.3198
4.0326,0.3198,0.3198,0.3198
4.0426,0.3198,0.3198,0.3198
4.0526,0.3198,0.3198,0.3198
4.0626,0.3198,0.3198,0.3198
4.0726,0.3198,0.3198,0.3198
4.0826,0.3198,0.3198,0.3198
4.0926,0.3198,0.3198,0.3198
4.1026,0.3198,0.3198,0.3198
4.1126,0.3198,0.3198,0.3198
4.1226,0.3198,0.3198,0.3198
4.1326,0.3198,0.3198,0.3198
4.1426,0.3198,0.3198,0.3198
4.1526,0.3198,0.3198,0.3198
4.1626,0.3198,0.3198,0.3198
4.1726,0.3197,0.3197,0.3197
4.1826,0.3197,0.3197,0.3197
4.1926,0.3197,0.3197,0.3197
4.2026,0.3197,0.3197,0.3197
4.2126,0.3197,0.3197,0.3197
4.2226,0.3197,0.3197,0.3197
4.2326,0.3197,0.3197,0.3197
4.2426,0.3197,0.3197,0.3197
4.2526,0.3197,0.3197,0.3197
4.2626,0.3197,0.3197,0.3197
4.2726,0.3197,0.3197,0.3197
4.2826,0.3197,0.3197,0.3197
4.2926,0.3197,0.3197,0.3197
4.3026,0.3197,0.3197,0.3197
4.3126,0.3197,0.3197,0.3197
4.3226,0.3197,0.3197,0.3197
4.3326,0.3197,0.3197,0.3197
4.3426,0.3197,0.3197,0.3197
