All calculations,Busbar WTG1 HV,Busbar WTG1 LV,Busbar WTG2 HV,Busbar WTG2 LV,Busbar WTG3 HV,Busbar WTG3 LV,Drilling AC SWBD\Drilling AC Bus A,Drilling AC SWBD\Drilling AC Bus B,Main SWBD\Main Bus A,Main SWBD\Main Bus B,SG Terminal 1,SG Terminal 2,SG Terminal 3,Terminal AC High Drilling A,Terminal AC High Drilling B,Terminal AC High PEC_VSDc_GEX_01,Terminal AC High PEC_VSDc_GEX_02,Terminal AC High PEC_VSDc_GEX_03,Terminal AC High PEC_VSDc_OEX_01,Terminal AC High PEC_VSDc_OEX_02,Terminal AC High PEC_VSDc_REC,Terminal AC High PEC_VSDc_WIN_01,Terminal AC High PEC_VSDc_WIN_02,Terminal AC Low Drilling A,Terminal AC Low Drilling B,Terminal AC Low PEC_VSDc_GEX_01,Terminal AC Low PEC_VSDc_GEX_02,Terminal AC Low PEC_VSDc_GEX_03,Terminal AC Low PEC_VSDc_OEX_01,Terminal AC Low PEC_VSDc_OEX_02,Terminal AC Low PEC_VSDc_REC,Terminal AC Low PEC_VSDc_WIN_01,Terminal AC Low PEC_VSDc_WIN_02,Terminal AC Low PEC_VSDc_WIN_03,Terminal ACO_01,Terminal ACO_02,Terminal SWL_01,Terminal TRA_UTL400_01,Terminal TRA_UTL400_02,Terminal TRA_UTL690_01,Terminal TRA_UTL690_02,Terminal WindPark,Utility400 SWBD/BusA,Utility400 SWBD/BusB,Utility690 SWBD\Utility690 Bus A,Utility690 SWBD\Utility690 Bus B
"Time in s","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u."
4.3926,1.0249,1.0248,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0166,1.0166,1.0166,1.0199,1.0199,1.0199,0.9854,0.0618,1.0196,0.0619,1.0243,0.9764,0.0618,0.9934,0.0619
4.4026,1.0249,1.0248,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0166,1.0166,1.0166,1.0199,1.0199,1.0199,0.9854,0.0614,1.0196,0.0614,1.0243,0.9764,0.0614,0.9934,0.0614
4.4126,1.0249,1.0248,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0166,1.0166,1.0166,1.0199,1.0199,1.0199,0.9854,0.0610,1.0196,0.0610,1.0243,0.9764,0.0610,0.9934,0.0610
4.4226,1.0249,1.0248,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0166,1.0166,1.0166,1.0199,1.0199,1.0199,0.9854,0.0606,1.0196,0.0606,1.0243,0.9764,0.0606,0.9934,0.0606
4.4326,1.0249,1.0248,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0166,1.0166,1.0166,1.0199,1.0199,1.0199,0.9854,0.0602,1.0196,0.0602,1.0243,0.9764,0.0602,0.9934,0.0602
4.4426,1.0249,1.0248,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0166,1.0166,1.0166,1.0199,1.0199,1.0199,0.9854,0.0598,1.0196,0.0598,1.0243,0.9764,0.0597,0.9933,0.0598
4.4526,1.0249,1.0248,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0166,1.0166,1.0166,1.0199,1.0199,1.0199,0.9854,0.0594,1.0196,0.0594,1.0243,0.9764,0.0593,0.9933,0.0594
4.4626,1.0249,1.0248,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0166,1.0166,1.0166,1.0199,1.0199,1.0199,0.9854,0.0590,1.0196,0.0590,1.0243,0.9764,0.0589,0.9933,0.0590
4.4726,1.0249,1.0248,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0166,1.0166,1.0166,1.0199,1.0199,1.0199,0.9854,0.0586,1.0196,0.0586,1.0243,0.9764,0.0585,0.9933,0.0586
4.4826,1.0249,1.0248,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0166,1.0166,1.0166,1.0199,1.0199,1.0199,0.9854,0.0582,1.0196,0.0582,1.0243,0.9764,0.0581,0.9933,0.0582
4.4926,1.0249,1.0248,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0166,1.0166,1.0166,1.0199,1.0199,1.0199,0.9854,0.0578,1.0196,0.0578,1.0243,0.9764,0.0577,0.9933,0.0578
4.5026,1.0249,1.0248,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0166,1.0166,1.0166,1.0199,1.0199,1.0199,0.9854,0.0574,1.0196,0.0574,1.0243,0.9764,0.0573,0.9933,0.0574
4.5126,1.0249,1.0248,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0166,1.0166,1.0166,1.0199,1.0199,1.0199,0.9854,0.0570,1.0196,0.0570,1.0243,0.9764,0.0570,0.9933,0.0570
4.5226,1.0249,1.0248,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0166,1.0166,1.0166,1.0199,1.0199,1.0199,0.9854,0.0566,1.0196,0.0566,1.0243,0.9764,0.0566,0.9933,0.0566
4.5326,1.0249,1.0248,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0165,1.0165,1.0165,1.0199,1.0199,1.0199,0.9854,0.0562,1.0196,0.0562,1.0243,0.9764,0.0562,0.9933,0.0562
4.5426,1.0249,1.0248,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0165,1.0165,1.0165,1.0199,1.0199,1.0199,0.9854,0.0558,1.0196,0.0558,1.0243,0.9764,0.0558,0.9933,0.0558
4.5526,1.0249,1.0248,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0165,1.0165,1.0165,1.0199,1.0199,1.0199,0.9854,0.0554,1.0196,0.0554,1.0243,0.9763,0.0554,0.9933,0.0554
4.5626,1.0249,1.0248,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0165,1.0165,1.0165,1.0199,1.0199,1.0199,0.9854,0.0551,1.0196,0.0551,1.0243,0.9763,0.0550,0.9933,0.0551
4.5726,1.0249,1.0248,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0165,1.0165,1.0165,1.0199,1.0199,1.0199,0.9854,0.0547,1.0196,0.0547,1.0243,0.9763,0.0547,0.9933,0.0547
4.5826,1.0249,1.0248,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0165,1.0165,1.0165,1.0199,1.0199,1.0199,0.9854,0.0543,1.0196,0.0543,1.0243,0.9763,0.0543,0.9933,0.0543
4.5926,1.0249,1.0248,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0165,1.0165,1.0165,1.0199,1.0199,1.0199,0.9854,0.0540,1.0196,0.0540,1.0243,0.9763,0.0539,0.9933,0.0540
4.6026,1.0249,1.0248,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0165,1.0165,1.0165,1.0199,1.0199,1.0199,0.9854,0.0536,1.0196,0.0536,1.0243,0.9763,0.0536,0.9933,0.0536
4.6126,1.0249,1.0248,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0165,1.0165,1.0165,1.0199,1.0199,1.0199,0.9854,0.0532,1.0196,0.0532,1.0243,0.9763,0.0532,0.9933,0.0532
4.6226,1.0249,1.0247,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0165,1.0165,1.0165,1.0199,1.0199,1.0199,0.9854,0.0529,1.0196,0.0529,1.0243,0.9763,0.0529,0.9933,0.0529
4.6326,1.0249,1.0247,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0165,1.0165,1.0165,1.0199,1.0199,1.0199,0.9854,0.0525,1.0196,0.0525,1.0243,0.9763,0.0525,0.9933,0.0525
4.6426,1.0249,1.0247,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0522,1.0196,0.0522,1.0243,0.9763,0.0521,0.9933,0.0522
4.6526,1.0249,1.0247,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0518,1.0196,0.0518,1.0243,0.9763,0.0518,0.9933,0.0518
4.6626,1.0249,1.0247,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0515,1.0196,0.0515,1.0243,0.9763,0.0514,0.9933,0.0515
4.6726,1.0249,1.0247,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0511,1.0196,0.0511,1.0243,0.9763,0.0511,0.9933,0.0511
4.6826,1.0249,1.0247,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0508,1.0196,0.0508,1.0243,0.9763,0.0507,0.9933,0.0508
4.6926,1.0249,1.0247,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0504,1.0196,0.0504,1.0243,0.9763,0.0504,0.9933,0.0504
4.7026,1.0249,1.0247,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0501,1.0196,0.0501,1.0243,0.9763,0.0501,0.9933,0.0501
4.7126,1.0249,1.0247,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0497,1.0196,0.0497,1.0243,0.9763,0.0497,0.9933,0.0497
4.7226,1.0249,1.0247,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0494,1.0196,0.0494,1.0243,0.9763,0.0494,0.9933,0.0494
4.7326,1.0249,1.0247,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0201,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0491,1.0196,0.0491,1.0243,0.9763,0.0491,0.9933,0.0491
4.7426,1.0249,1.0247,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0201,1.0200,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0487,1.0196,0.0488,1.0243,0.9763,0.0487,0.9933,0.0487
4.7526,1.0249,1.0247,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0200,1.0200,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0484,1.0196,0.0484,1.0243,0.9763,0.0484,0.9933,0.0484
4.7626,1.0249,1.0247,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0200,1.0200,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0481,1.0196,0.0481,1.0243,0.9763,0.0481,0.9933,0.0481
4.7726,1.0249,1.0247,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0200,1.0200,1.0169,1.0156,1.0156,1.0182,1.0181,1.0156,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0478,1.0196,0.0478,1.0243,0.9763,0.0478,0.9933,0.0478
4.7826,1.0249,1.0247,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0200,1.0200,1.0169,1.0156,1.0156,1.0182,1.0181,1.0155,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0474,1.0196,0.0475,1.0243,0.9763,0.0474,0.9933,0.0475
4.7926,1.0249,1.0247,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0200,1.0200,1.0169,1.0156,1.0156,1.0182,1.0181,1.0155,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0471,1.0196,0.0471,1.0243,0.9763,0.0471,0.9933,0.0471
4.8026,1.0249,1.0247,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0200,1.0200,1.0169,1.0156,1.0156,1.0182,1.0181,1.0155,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0468,1.0196,0.0468,1.0243,0.9763,0.0468,0.9933,0.0468
4.8126,1.0249,1.0247,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0200,1.0191,1.0195,1.0195,1.0200,1.0200,1.0169,1.0156,1.0156,1.0182,1.0181,1.0155,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0465,1.0196,0.0465,1.0243,0.9763,0.0465,0.9933,0.0465
4.8226,1.0249,1.0247,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0201,1.0199,1.0191,1.0195,1.0195,1.0200,1.0200,1.0169,1.0156,1.0156,1.0182,1.0181,1.0155,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0462,1.0196,0.0462,1.0243,0.9763,0.0462,0.9933,0.0462
4.8326,1.0248,1.0247,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0200,1.0199,1.0191,1.0195,1.0195,1.0200,1.0200,1.0169,1.0156,1.0156,1.0182,1.0181,1.0155,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0459,1.0196,0.0459,1.0243,0.9763,0.0459,0.9933,0.0459
4.8426,1.0248,1.0247,1.0249,1.0248,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0200,1.0199,1.0191,1.0195,1.0195,1.0200,1.0200,1.0169,1.0156,1.0156,1.0182,1.0181,1.0155,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0456,1.0196,0.0456,1.0243,0.9763,0.0456,0.9933,0.0456
4.8526,1.0248,1.0247,1.0249,1.0247,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0200,1.0199,1.0191,1.0195,1.0195,1.0200,1.0200,1.0169,1.0156,1.0156,1.0182,1.0181,1.0155,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0453,1.0196,0.0453,1.0243,0.9763,0.0453,0.9933,0.0453
4.8626,1.0248,1.0247,1.0249,1.0247,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0200,1.0199,1.0191,1.0195,1.0195,1.0200,1.0200,1.0169,1.0156,1.0156,1.0182,1.0181,1.0155,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0450,1.0196,0.0450,1.0243,0.9763,0.0449,0.9933,0.0450
4.8726,1.0248,1.0247,1.0249,1.0247,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0200,1.0199,1.0191,1.0195,1.0195,1.0200,1.0200,1.0169,1.0156,1.0156,1.0182,1.0181,1.0155,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0447,1.0196,0.0447,1.0243,0.9763,0.0446,0.9933,0.0447
4.8826,1.0248,1.0247,1.0249,1.0247,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0200,1.0199,1.0191,1.0195,1.0195,1.0200,1.0200,1.0169,1.0156,1.0156,1.0182,1.0181,1.0155,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0444,1.0196,0.0444,1.0243,0.9763,0.0444,0.9933,0.0444
4.8926,1.0248,1.0247,1.0249,1.0247,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0200,1.0199,1.0191,1.0195,1.0195,1.0200,1.0200,1.0168,1.0156,1.0156,1.0182,1.0181,1.0155,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0441,1.0196,0.0441,1.0243,0.9763,0.0441,0.9933,0.0441
4.9026,1.0248,1.0247,1.0249,1.0247,1.0249,1.0248,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0200,1.0199,1.0191,1.0195,1.0195,1.0200,1.0200,1.0168,1.0156,1.0156,1.0182,1.0181,1.0155,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0438,1.0196,0.0438,1.0243,0.9763,0.0438,0.9933,0.0438
4.9126,1.0248,1.0247,1.0249,1.0247,1.0249,1.0247,1.0201,1.0201,1.0201,1.0201,1.0202,1.0202,1.0202,1.0201,1.0201,1.0198,1.0185,1.0185,1.0200,1.0199,1.0191,1.0195,1.0195,1.0200,1.0200,1.0168,1.0156,1.0156,1.0182,1.0181,1.0155,1.0165,1.0165,1.0165,1.0198,1.0198,1.0199,0.9854,0.0435,1.0196,0.0435,1.0243,0.9763,0.0435,0.9933,0.0435
